app_name,class_dex,types,matches
com.kesemwalletapp.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'subscriber ID check', 'possible VM check']"
com.kesemwalletapp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.kr.iotrust.dcent.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check', 'device ID check', 'possible VM check']"
com.kr.iotrust.dcent.wallet.apk,classes.dex,compiler,['r8']
com.kr.iotrust.dcent.wallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.kr.iotrust.dcent.wallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.kr.iotrust.dcent.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.kr.iotrust.dcent.wallet.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible VM check']"
com.kr.iotrust.dcent.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.kr.iotrust.dcent.wallet.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
exchange.einstein.mobile.release.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
exchange.einstein.mobile.release.apk,classes.dex,compiler,['r8']
com.XcelTrip.XcelPay.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.XcelTrip.XcelPay.apk,classes.dex,compiler,['r8']
com.XcelTrip.XcelPay.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.XcelTrip.XcelPay.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.XcelTrip.XcelPay.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.XcelTrip.XcelPay.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.XcelTrip.XcelPay.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.XcelTrip.XcelPay.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.enjin.mobile.wallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.enjin.mobile.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible ro.secure check', 'possible VM check']"
com.enjin.mobile.wallet.apk,classes.dex,compiler,['dx']
tw.org.freewallet.app.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
tw.org.freewallet.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check']"
tw.org.freewallet.app.apk,classes.dex,compiler,['dx (possible dexmerge)']
tw.org.freewallet.app.apk,classes.dex,manipulator,['dexmerge']
com.getchange.wallet.cordova.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'device ID check', 'possible VM check']"
com.getchange.wallet.cordova.apk,classes.dex,compiler,['r8']
com.wallet.crypto.trustapp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check']"
com.wallet.crypto.trustapp.apk,classes.dex,compiler,['r8']
com.wallet.crypto.trustapp.apk,classes2.dex,anti_vm,"['Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.wallet.crypto.trustapp.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.wallet.crypto.trustapp.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.wallet.crypto.trustapp.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
com.wallet.crypto.trustapp.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.wallet.crypto.trustapp.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.fox.one.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.BOARD check', 'Build.TAGS check', 'SIM operator check', 'network operator name check']"
com.fox.one.apk,classes.dex,compiler,['r8']
com.fox.one.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
com.fox.one.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.fox.one.apk,classes3.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check']"
com.fox.one.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.dowallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'ro.hardware check', 'ro.kernel.qemu check', 'possible VM check']"
com.dowallet.apk,classes.dex,compiler,['r8']
com.dowallet.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.dowallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.dowallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.dowallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.dowallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.crypto.multiwallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.crypto.multiwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.crypto.multiwallet.apk,classes.dex,compiler,['r8']
org.topnetwork.hiwallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check']"
org.topnetwork.hiwallet.apk,classes.dex,compiler,['r8']
org.topnetwork.hiwallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.topnetwork.hiwallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
org.topnetwork.hiwallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
org.topnetwork.hiwallet.apk,classes3.dex,anti_vm,['Build.MANUFACTURER check']
org.topnetwork.hiwallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
org.topnetwork.hiwallet.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
etherio.wallet.com.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check', 'SIM operator check']"
etherio.wallet.com.apk,classes.dex,compiler,['r8']
etherio.wallet.com.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
etherio.wallet.com.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
etherio.wallet.com.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
etherio.wallet.com.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'network operator name check', 'possible VM check']"
etherio.wallet.com.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
etherio.wallet.com.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.coinbase.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'ro.hardware check', 'ro.kernel.qemu check', 'possible VM check']"
com.coinbase.android.apk,classes.dex,compiler,['r8 without marker (suspicious)']
com.coinbase.android.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check']"
com.coinbase.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.coinbase.android.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinbase.android.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.coinbase.android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.coinbase.android.apk,classes4.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'emulator file check']"
com.coinbase.android.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
fr.acinq.phoenix.mainnet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check']"
fr.acinq.phoenix.mainnet.apk,classes.dex,compiler,['r8']
fr.acinq.phoenix.mainnet.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
fr.acinq.phoenix.mainnet.apk,classes5.dex,compiler,['r8 without marker (suspicious)']
fr.acinq.phoenix.mainnet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check', 'possible Build.SERIAL check']"
fr.acinq.phoenix.mainnet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
fr.acinq.phoenix.mainnet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
org.coinid.wallet.tbtc.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.coinid.wallet.tbtc.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
org.coinid.wallet.tbtc.apk,classes.dex,compiler,['r8']
org.coinid.wallet.tgrs.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.coinid.wallet.tgrs.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
org.coinid.wallet.tgrs.apk,classes.dex,compiler,['r8']
org.coinid.wallet.btc.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.coinid.wallet.btc.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
org.coinid.wallet.btc.apk,classes.dex,compiler,['r8']
org.coinid.wallet.grs.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.coinid.wallet.grs.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
org.coinid.wallet.grs.apk,classes.dex,compiler,['r8']
org.coinid.wallet.xmy.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.coinid.wallet.xmy.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
org.coinid.wallet.xmy.apk,classes.dex,compiler,['r8']
com.eofinance.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.eofinance.apk,classes.dex,compiler,['r8']
com.eofinance.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.eofinance.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'network operator name check', 'possible VM check']"
com.eofinance.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
org.electroncash.wallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
org.electroncash.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']"
org.electroncash.wallet.apk,classes.dex,compiler,['r8']
cash.klever.blockchain.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
cash.klever.blockchain.wallet.apk,classes.dex,compiler,['r8']
cash.klever.blockchain.wallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
cash.klever.blockchain.wallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
cash.klever.blockchain.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
cash.klever.blockchain.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
io.goldwallet.wallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.goldwallet.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check']"
io.goldwallet.wallet.apk,classes.dex,compiler,['r8']
io.goldwallet.wallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.goldwallet.wallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible ro.secure check', 'possible VM check']"
io.goldwallet.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
io.goldwallet.wallet.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.goldwallet.wallet.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible VM check']"
io.goldwallet.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
it.inbitcoin.altana.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check']"
it.inbitcoin.altana.apk,classes.dex,compiler,['r8']
com.top1.group.international.android.apk,,packer,['Jiagu']
com.top1.group.international.android.apk,classes.dex,compiler,['dexlib 2.x']
com.top1.group.international.android.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.bitrue.currency.exchange.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.bitrue.currency.exchange.apk,classes.dex,compiler,['r8']
com.bitrue.currency.exchange.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.bitrue.currency.exchange.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'Build.TAGS check', 'SIM operator check', 'possible ro.secure check', 'possible VM check']"
com.bitrue.currency.exchange.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.xcoex.mobile.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'device ID check', 'subscriber ID check', 'ro.product.device check', 'ro.kernel.qemu check', 'emulator file check']"
com.xcoex.mobile.apk,classes.dex,compiler,['r8']
com.xcoex.mobile.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.xcoex.mobile.apk,classes4.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.xcoex.mobile.apk,classes4.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check']"
com.xcoex.mobile.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
com.xcoex.mobile.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.xcoex.mobile.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.xcoex.mobile.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.xcoex.mobile.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible ro.secure check']"
com.xcoex.mobile.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
jp.coincheck.android.apk,lib/arm64-v8a/libfsasm_jni.so,obfuscator,['Arxan']
jp.coincheck.android.apk,lib/armeabi-v7a/libfsasm_jni.so,obfuscator,['Arxan']
jp.coincheck.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
jp.coincheck.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check']"
jp.coincheck.android.apk,classes.dex,compiler,['r8']
jp.coincheck.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.counos.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.counos.apk,classes.dex,compiler,['r8']
com.counos.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.counos.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
ceyronmoney.ceyronwallet.ceyroncryptowallet.ceyrontoken.ceytoken.ceycoin.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.TAGS check']"
ceyronmoney.ceyronwallet.ceyroncryptowallet.ceyrontoken.ceytoken.ceycoin.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.atomex.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'possible VM check']"
com.atomex.android.apk,classes.dex,compiler,['r8']
com.raido_wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check']"
com.raido_wallet.apk,classes.dex,compiler,['r8']
com.raido_wallet.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.raido_wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.raido_wallet.apk,classes3.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.raido_wallet.apk,classes3.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check']"
com.raido_wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.bitcoinofamerica.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
com.bitcoinofamerica.wallet.apk,classes.dex,compiler,['r8']
com.bitcoinofamerica.wallet.apk,classes2.dex,anti_vm,['Build.MANUFACTURER check']
com.bitcoinofamerica.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.bixin.bixin_android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'SIM operator check', 'network operator name check', 'device ID check']"
com.bixin.bixin_android.apk,classes.dex,compiler,['r8']
com.bixin.bixin_android.apk,classes2.dex,anti_vm,"['Build.MANUFACTURER check', 'possible Build.SERIAL check']"
com.bixin.bixin_android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.bixin.bixin_android.apk,classes3.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check', 'possible ro.secure check', 'emulator file check', 'possible VM check']"
com.bixin.bixin_android.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.coinomi.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check']"
com.coinomi.wallet.apk,classes.dex,compiler,['r8']
com.coinomi.wallet.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.coinomi.wallet.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check', 'possible VM check']"
com.coinomi.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.coinomi.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.coinomi.wallet.apk,classes4.dex,compiler,['r8']
net.walletharcomia.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible VM check']"
net.walletharcomia.android.apk,classes.dex,compiler,['r8']
net.walletharcomia.android.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
net.walletharcomia.android.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
net.walletharcomia.android.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
io.muun.apollo.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.muun.apollo.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
io.muun.apollo.apk,classes.dex,compiler,['r8']
io.muun.apollo.apk,classes2.dex,anti_vm,"['Build.TAGS check', 'possible ro.secure check']"
io.muun.apollo.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.bitazza.android.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.bitazza.android.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check']"
com.bitazza.android.apk,classes.dex,compiler,['r8']
capital.spatium.wallet.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
capital.spatium.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check']"
capital.spatium.wallet.apk,classes.dex,compiler,['r8']
com.oracle.wallet.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check']"
com.oracle.wallet.apk,classes.dex,compiler,['r8']
com.oracle.wallet.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.BOARD check']"
com.oracle.wallet.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.oracle.wallet.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
com.oracle.wallet.apk,classes4.dex,compiler,['r8 without marker (suspicious)']
co.edgesecure.app.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible VM check']"
co.edgesecure.app.apk,classes.dex,compiler,['r8']
co.edgesecure.app.apk,classes2.dex,anti_vm,['Build.MANUFACTURER check']
co.edgesecure.app.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.hagglex.hagglex.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.TAGS check']"
com.hagglex.hagglex.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.bitpapa.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.bitpapa.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
com.bitpapa.apk,classes.dex,compiler,['r8']
io.hexawallet.hexa.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.hexawallet.hexa.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'possible Build.SERIAL check', 'Build.TAGS check']"
io.hexawallet.hexa.apk,classes.dex,compiler,['r8']
io.hexawallet.hexa.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
io.hexawallet.hexa.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'network operator name check', 'possible ro.secure check', 'possible VM check']"
io.hexawallet.hexa.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
